actor,movie_or_TV_name
Andy Samberg,The Critics' Choice Super Awards
Andy Samberg,2020 Media Access Awards
Andy Samberg,The Project
Andy Samberg,Kal Penn Approves This Message
Andy Samberg,Desus & Mero
Andy Samberg,A One-Time Special
Andy Samberg,Dish Nation
Andy Samberg,Good Day New York
Andy Samberg,Today
Andy Samberg,The IMDb Studio at Sundance
Andy Samberg,Peacock Knows Comedy
Andy Samberg,"Finding Your Roots with Henry Louis Gates, Jr."
Andy Samberg,The 76th Annual Golden Globe Awards 2019
Andy Samberg,Access Hollywood
Andy Samberg,Extra with Billy Bush
Andy Samberg,Carpool Karaoke
Andy Samberg,The 70th Primetime Emmy Awards
Andy Samberg,Celebrity Page
Andy Samberg,Conan
Andy Samberg,On the Scene with Lindalee
Andy Samberg,BuzzFeed Celeb
Andy Samberg,The IMDb Show
Andy Samberg,Shark Week
Andy Samberg,Good Morning America
Andy Samberg,Be Natural: The Untold Story of Alice Guy-Blaché
Andy Samberg,Jimmy Kimmel Live!
Andy Samberg,33rd Film Independent Spirit Awards
Andy Samberg,75th Golden Globe Awards
Andy Samberg,Night of Too Many Stars
Andy Samberg,The Gong Show
Andy Samberg,32nd Film Independent Spirit Awards
Andy Samberg,Made in Hollywood
Andy Samberg,The 68th Primetime Emmy Awards
Andy Samberg,The Late Late Show with James Corden
Andy Samberg,The Insider
Andy Samberg,Comedy Bang! Bang!
Andy Samberg,The Talk
Andy Samberg,Frames
Andy Samberg,Watch What Happens Live with Andy Cohen
Andy Samberg,The Rooster Teeth Podcast
Andy Samberg,2016 MTV Movie Awards
Andy Samberg,2016 MTV Movie Awards Pre-Show
Andy Samberg,73rd Golden Globe Awards
Andy Samberg,E! Live from the Red Carpet
Andy Samberg,The Ellen DeGeneres Show
Andy Samberg,Primetime Emmys Backstage Live!
Andy Samberg,The 67th Primetime Emmy Awards
Andy Samberg,2015 MTV Video Music Awards
Andy Samberg,Just for Laughs: All-Access
Andy Samberg,Live from New York!
Andy Samberg,The Oscars
Andy Samberg,Saturday Night Live: 40th Anniversary Special
Andy Samberg,Saturday Night Live 40th Anniversary Red Carpet Special
Andy Samberg,The 21st Annual Screen Actors Guild Awards
Andy Samberg,Top Chef Duels
Andy Samberg,The 66th Primetime Emmy Awards
Andy Samberg,Teen Choice Awards 2014
Andy Samberg,The Hollywood Reporter Roundtables
Andy Samberg,Guys Choice Awards 2014
Andy Samberg,The Maya Rudolph Show
Andy Samberg,Saturday Night Live
Andy Samberg,2014 MTV Movie Awards
Andy Samberg,Nickelodeon Kids Choice Awards 2014
Andy Samberg,The 2014 Film Independent Spirit Awards
Andy Samberg,Late Night with Jimmy Fallon
Andy Samberg,Fox NFL Sunday
Andy Samberg,Chelsea Lately
Andy Samberg,Late Show with David Letterman
Andy Samberg,2014 Golden Globe Arrivals Special
Andy Samberg,71st Golden Globe Awards
Andy Samberg,WTF with Marc Maron
Andy Samberg,Celeste & Jesse Forever: On the Red Carpet - Premiere and Q&A
Andy Samberg,The Tonight Show with Jay Leno
Andy Samberg,Good Day L.A.
Andy Samberg,Comedy Central Roast of James Franco
Andy Samberg,Fox Fall Preview
Andy Samberg,Reggie Makes Music
Andy Samberg,The Wendy Williams Show
Andy Samberg,Guys Choice Awards 2013
Andy Samberg,The Big Live Comedy Show
Andy Samberg,The 2013 Film Independent Spirit Awards
Andy Samberg,Tegan and Sara's Heartthrob: The Interviews
Andy Samberg,Inside Portlandia
Andy Samberg,ES.TV HD
Andy Samberg,2012 MTV Video Music Awards
Andy Samberg,Janela Indiscreta
Andy Samberg,Entertainers with Byron Allen
Andy Samberg,Young Hollywood
Andy Samberg,Up Close with Carrie Keagan
Andy Samberg,Guys Choice Awards 2012
Andy Samberg,2012 MTV Movie Awards
Andy Samberg,Over/Under
Andy Samberg,7 Minutes in Heaven
Andy Samberg,Will Ferrell: Mark Twain Prize
Andy Samberg,The View
Andy Samberg,Sesame Street
Andy Samberg,The 63rd Primetime Emmy Awards
Andy Samberg,The 2011 Comedy Awards
Andy Samberg,Take Two with Phineas and Ferb
Andy Samberg,Larry King Live
Andy Samberg,Saturday Night Live in the 2000s: Time and Again
Andy Samberg,Saturday Night
Andy Samberg,The 52nd Annual Grammy Awards
Andy Samberg,A Recipe for Success: The Making of 'Cloudy with a Chance of Meatballs'
Andy Samberg,Reel Comedy
Andy Samberg,Yo Gabba Gabba!
Andy Samberg,2009 MTV Video Music Awards
Andy Samberg,2009 MTV Movie Awards
Andy Samberg,Saturday Night Live: Just Shorts
Andy Samberg,The Oprah Winfrey Show
Andy Samberg,"Tim and Eric Awesome Show, Great Job!"
Andy Samberg,Live from New York...
Andy Samberg,Night of Too Many Stars: An Overbooked Concert for Autism Education
Andy Samberg,Martha
Andy Samberg,2007 Primetime Creative Arts Emmy Awards
Andy Samberg,Buzz: at&T Original Documentaries
Andy Samberg,The Daily Show
Andy Samberg,The Michael Showalter Showalter
Andy Samberg,Late Night with Conan O'Brien
Andy Samberg,Scarred
Andy Samberg,Comic-Con 2007 Live
Andy Samberg,Webnation
Andy Samberg,Guys Choice
Andy Samberg,2007 MTV Movie Awards
Andy Samberg,Human Giant
Andy Samberg,Sarah and No Name After Dark
Andy Samberg,2006 MTV Movie Awards
Andy Samberg,Saturday Night Live: The Best of Saturday TV Funhouse
Andy Samberg,Channy Awards
Andy Samberg,The 'Bu
Andy Samberg,Premium Blend
Andy Samberg,40 Most Awesomely Bad Dirrty Songs... Ever
Andy Samberg,Channel 101
Andy Samberg,G-Phoria 2004
Andy Samberg,Computerman
Andy Samberg,Regarding Ardy
Andy Samberg,MuchOnDemand
Andy Samberg,Saturday Night Live
Andy Samberg,History of the Sitcom
Andy Samberg,Conan
Andy Samberg,Celebrity Page
Andy Samberg,Entertainment Tonight
Andy Samberg,The Last Blockbuster
Andy Samberg,A Saturday Night Live Mother's Day
Andy Samberg,The Tonight Show Starring Jimmy Fallon
Andy Samberg,A Saturday Night Live Christmas Special
Andy Samberg,A Saturday Night Live Christmas Special
Andy Samberg,Extra with Billy Bush
Andy Samberg,The Sandlerverse
Andy Samberg,An SNL Valentine
Andy Samberg,SNL's NFL Saturday
Andy Samberg,Saturday Night Live: Christmas Special
Andy Samberg,Chelsea Lately
Andy Samberg,SNL Shorts
Andy Samberg,SNL Sports Spectacular
Andy Samberg,Saturday Night Live: Halloween
Andy Samberg,The Roast of Channel 101
Andy Samberg,Channel 101's Top 10 Episodes of All Time
Andy Samberg,The Channel 101 Experience
Andy Samberg,Vanilla Ice Archive
Andy Samberg,Made in Hollywood
Andy Samberg,The Women of SNL
Andy Samberg,The 62nd Primetime Emmy Awards
Andy Samberg,Saturday Night Live Presents: Sports All-Stars
Andy Samberg,SNL Presents: A Very Gilly Christmas
Andy Samberg,Rome Is Burning
Andy Samberg,Saturday Night Live: The Best of Amy Poehler
Andy Samberg,Saturday Night Live Sports Extra '09
Andy Samberg,Saturday Night Live Presidential Bash '08
Andy Samberg,TMZ on TV
Andy Samberg,eTalk Daily
Andy Samberg,Saturday Night Live: The Best of Commercial Parodies
